latitude,longitude,way_id
36.6723557,126.2732179,22782809
36.6717275,126.274062,22782809
36.6717671,126.2742322,22782809
36.6718247,126.27448,22782809
36.671933,126.2749023,22782809
36.6719731,126.2754389,22782809
36.671908,126.2760381,22782809
36.6720741,126.2766252,22782809
36.6723847,126.2768656,22782809
36.6724603,126.2770377,22782809
36.6728341,126.2775001,22782809
36.6730839,126.2774961,22782809
36.6735425,126.2775789,22782809
36.673724,126.2779015,22782809
36.6736939,126.2787259,22782809
36.6735194,126.2793035,22782809
36.6735555,126.2796886,22782809
36.6740443,126.2796109,22782809
36.6741442,126.2797409,22782809
36.6741399,126.2804285,22782809
36.6737906,126.2812351,22782809
36.6733931,126.2821331,22782809
36.6730195,126.2829255,22782809
36.6724425,126.2842011,22782809
36.6721821,126.284432,22782809
36.6722015,126.2847649,22782809
36.6717482,126.2846548,22782809
36.6712624,126.2850034,22782809
36.6698487,126.2864271,22782809
36.6688373,126.2873608,22782809
36.6665726,126.2894516,22782809
36.6640065,126.291276,22782809
36.6623769,126.2923563,22782809
36.6599505,126.2936751,22782809
36.6584146,126.2950468,22782809
36.6572489,126.296034,22782809
36.6562993,126.2968613,22782809
36.6561019,126.296081,22782809
36.6538654,126.2965527,22782809
36.648868,126.2984256,22782809
36.6469171,126.2991968,22782809
36.644978,126.299755,22782809
36.6413504,126.3003752,22782809
36.6400805,126.3007452,22782809
36.6395704,126.3010752,22782809
36.6389274,126.3013244,22782809
36.6382801,126.3011303,22782809
36.6362129,126.3012832,22782809
36.6356319,126.3010678,22782809
36.6350607,126.301031,22782809
36.6342731,126.3010868,22782809
36.6337095,126.3011539,22782809
36.6319248,126.301395,22782809
36.6271855,126.3011771,22782809
36.6256207,126.3007183,22782809
36.6248638,126.3003794,22782809
36.6231908,126.2995412,22782809
36.6211387,126.29839,22782809
36.6204877,126.2979796,22782809
36.6193497,126.296452,22782809
36.6183483,126.2946396,22782809
36.6179345,126.2925899,22782809
36.6176787,126.2911991,22782809
36.6174166,126.2903362,22782809
36.6170743,126.2901967,22782809
36.6167835,126.2901663,22782809
36.6163701,126.2902901,22782809
36.61624,126.29045,22782809
36.6163175,126.2908863,22782809
36.6163069,126.2911366,22782809
36.6159102,126.2910821,22782809
36.6157641,126.2907096,22782809
36.6155827,126.2903513,22782809
36.615658,126.2901463,22782809
36.6155776,126.2898624,22782809
36.6154319,126.2897468,22782809
36.6867511,126.2153256,22783076
36.6868371,126.2155026,22783076
36.6869791,126.2154221,22783076
36.6871856,126.2153846,22783076
36.6874523,126.2152398,22783076
36.6874652,126.2149286,22783076
36.687405,126.2148428,22783076
36.6873189,126.2147033,22783076
36.6872716,126.2144244,22783076
36.6871081,126.2143654,22783076
36.6867941,126.2144726,22783076
36.6866909,126.214714,22783076
36.6866699,126.21496,22783076
36.6867081,126.2151432,22783076
36.6867511,126.2153256,22783076
36.8574943,126.3499443,22783078
36.8575575,126.3502056,22783078
36.8576892,126.3503727,22783078
36.8577581,126.3506437,22783078
36.8577479,126.3508124,22783078
36.8577986,126.3509637,22783078
36.8578598,126.3510202,22783078
36.8579281,126.3510182,22783078
36.8580349,126.3508783,22783078
36.8580692,126.3507296,22783078
36.8580137,126.3505907,22783078
36.8578903,126.3505483,22783078
36.857845,126.3504159,22783078
36.8579402,126.3501578,22783078
36.8579847,126.3497807,22783078
36.8579827,126.3495482,22783078
36.8578819,126.3493433,22783078
36.8577117,126.3492522,22783078
36.8575317,126.3492917,22783078
36.8574716,126.349478,22783078
36.8574636,126.3497181,22783078
36.8574943,126.3499443,22783078
36.463998,126.4348085,22783085
36.4640738,126.4349199,22783085
36.4641709,126.4349229,22783085
36.4642531,126.4348832,22783085
36.4642618,126.4348054,22783085
36.4643114,126.4347061,22783085
36.4642618,126.4345935,22783085
36.4641841,126.4344969,22783085
36.4641345,126.4344192,22783085
36.4641992,126.433982,22783085
36.4640763,126.4338264,22783085
36.4639857,126.4336601,22783085
36.463867,126.4335099,22783085
36.4637635,126.4335045,22783085
36.4637397,126.4335179,22783085
36.4637592,126.4338291,22783085
36.4638907,126.434159,22783085
36.4639188,126.4344755,22783085
36.4639706,126.4345881,22783085
36.463998,126.4348085,22783085
36.3859194,126.4595655,22783105
36.3860161,126.4596944,22783105
36.3860945,126.459921,22783105
36.3861786,126.4599657,22783105
36.3863967,126.4599152,22783105
36.3865396,126.4598056,22783105
36.3866715,126.4596129,22783105
36.3866244,126.459388,22783105
36.3864779,126.4592211,22783105
36.3863649,126.459156,22783105
36.3863447,126.4590775,22783105
36.3861776,126.4590937,22783105
36.386145,126.4591436,22783105
36.3860592,126.4591599,22783105
36.3858017,126.4595323,22783105
36.3858365,126.4596076,22783105
36.385896,126.4595503,22783105
36.3859194,126.4595655,22783105
36.4077382,126.466759,22783124
36.4077574,126.4668456,22783124
36.4083261,126.4666674,22783124
